,Tanggal,Konfirmasi,Aktif,Sembuh,Meninggal,Case Recovery Rate,Case Fatality Rate,Bergejala,Tanpa Gejala,Perjalanan,Kontak,Tanpa Riwayat Perjalanan,Meninggal karena COVID-19,Meninggal karena penyakit lain (Positif COVID-19),RS Rujukan,RS Darurat,Karantina di Gedung,Karantina Mandiri,Suspek,Probabel,Diisolasi,Discarded,Meninggal,RS Rujukan,RS Darurat,Karantina di Gedung,Karantina Mandiri,Kontak Dilacak,Kontak Erat,Kontak Konfirmasi,Kontak Suspek,Kontak Discarded,Kontak Mangkir,Jumlah specimen/swab,Rapid,Reaktif,Reaktif periksa RT-PCR,Reaktif periksa RT-PCR(+)
20,09/04/2020,223,149,57,17,25.56,7.62,0,0,0,0,0,0,0,0,0,0,0,9230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10/04/2020,256,171,63,22,24.61,8.59,0,0,0,0,0,0,0,0,0,0,0,9027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11/04/2020,267,176,65,26,24.34,9.74,0,0,0,0,0,0,0,0,0,0,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,12/04/2020,386,288,69,29,17.88,7.51,0,0,0,0,0,0,0,0,0,0,0,8988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13/04/2020,438,322,76,40,17.35,9.13,0,0,0,0,0,0,0,0,0,0,0,8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,14/04/2020,474,348,81,45,17.09,9.49,0,0,0,0,0,0,0,0,0,0,0,8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15/04/2020,499,367,86,46,17.23,9.22,0,0,0,0,0,0,0,0,0,0,0,8832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,16/04/2020,514,376,92,46,17.9,8.95,0,0,0,0,0,0,0,0,0,0,0,8480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17/04/2020,522,378,96,48,18.39,9.2,0,0,0,0,0,0,0,0,0,0,0,8292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,18/04/2020,555,403,98,54,17.66,9.73,0,0,0,0,0,0,0,0,0,0,0,8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19/04/2020,588,434,98,56,16.67,9.52,0,0,0,0,0,0,0,0,0,0,0,8123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20/04/2020,588,433,99,56,16.84,9.52,0,0,0,0,0,0,0,0,0,0,0,7918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,21/04/2020,603,444,101,58,16.75,9.62,0,0,0,0,0,0,0,0,0,0,0,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,22/04/2020,637,465,112,60,17.58,9.42,0,0,0,0,0,0,0,0,0,0,0,7633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,23/04/2020,662,469,127,66,19.18,9.97,0,0,0,0,0,0,0,0,0,0,0,7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,24/04/2020,690,482,133,75,19.28,10.87,0,0,0,0,0,0,0,0,0,0,0,7415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,25/04/2020,768,544,138,86,17.97,11.2,0,0,0,0,0,0,0,0,0,0,0,7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,26/04/2020,785,557,140,88,17.83,11.21,0,0,0,0,0,0,0,0,0,0,0,7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,27/04/2020,796,563,144,89,18.09,11.18,0,0,0,0,0,0,0,0,0,0,0,7292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,28/04/2020,855,608,152,95,17.78,11.11,0,0,0,0,0,0,0,0,0,0,0,7127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,29/04/2020,871,617,157,97,18.03,11.14,0,0,0,0,0,0,0,0,0,0,0,7052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,30/04/2020,951,689,162,100,17.03,10.52,0,0,0,0,0,0,0,0,0,0,0,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,01/05/2020,1031,759,165,107,16,10.38,0,0,0,0,0,0,0,0,0,0,0,7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,02/05/2020,1037,754,171,112,16.49,10.8,0,0,0,0,0,0,0,0,0,0,0,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,03/05/2020,1114,820,177,117,15.89,10.5,0,0,0,0,0,0,0,0,0,0,0,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,04/05/2020,1124,817,187,120,16.64,10.68,0,0,0,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,05/05/2020,1162,841,198,123,17.04,10.59,0,0,0,0,0,0,0,0,0,0,0,6929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,06/05/2020,1220,883,205,132,16.8,10.82,0,0,0,0,0,0,0,0,0,0,0,6803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,07/05/2020,1265,918,210,137,16.6,10.83,0,0,0,0,0,0,0,0,0,0,0,6686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,08/05/2020,1281,913,227,141,17.72,11.01,0,0,0,0,0,0,0,0,0,0,0,6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,09/05/2020,1409,1036,230,143,16.32,10.15,0,0,0,0,0,0,0,0,0,0,0,6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,10/05/2020,1491,1098,244,149,16.36,9.99,0,0,0,0,0,0,0,0,0,0,0,6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,11/05/2020,1534,1122,257,155,16.75,10.1,0,0,0,0,0,0,0,0,0,0,0,6199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12/05/2020,1649,1213,274,162,16.62,9.82,0,0,0,0,0,0,0,0,0,0,0,6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,13/05/2020,1766,1322,278,166,15.74,9.4,0,0,0,0,0,0,0,0,0,0,0,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14/05/2020,1858,1384,294,180,15.82,9.69,0,0,0,0,0,0,0,0,0,0,0,6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15/05/2020,1921,1434,302,185,15.72,9.63,0,0,0,0,0,0,0,0,0,0,0,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,16/05/2020,2088,1580,312,196,14.94,9.39,0,0,0,0,0,0,0,0,0,0,0,6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,17/05/2020,2150,1602,337,211,15.67,9.81,0,0,0,0,0,0,0,0,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,18/05/2020,2281,1682,375,224,16.44,9.82,0,0,0,0,0,0,0,0,0,0,0,6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,19/05/2020,2371,1754,387,230,16.32,9.7,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,20/05/2020,2491,1845,403,243,16.18,9.76,0,0,0,0,0,0,0,0,0,0,0,6382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,21/05/2020,2942,2271,413,258,14.04,8.77,0,0,0,0,0,0,0,0,0,0,0,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,22/05/2020,3095,2396,426,273,13.76,8.82,0,0,0,0,0,0,0,0,0,0,0,6543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,23/05/2020,3568,2818,465,285,13.03,7.99,0,0,0,0,0,0,0,0,0,0,0,6684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,24/05/2020,3642,2859,489,294,13.43,8.07,0,0,0,0,0,0,0,0,0,0,0,6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,25/05/2020,3875,3066,506,303,13.06,7.82,0,0,0,0,0,0,0,0,0,0,0,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,26/05/2020,3932,3088,522,322,13.28,8.19,0,0,0,0,0,0,0,0,0,0,0,6883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,27/05/2020,4112,3227,548,337,13.33,8.2,0,0,0,0,0,0,0,0,0,0,0,6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,28/05/2020,4271,3353,570,348,13.35,8.15,0,0,0,0,0,0,0,0,0,0,0,6915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,29/05/2020,4409,3448,589,372,13.36,8.44,0,0,0,0,0,0,0,0,0,0,0,7122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,30/05/2020,4600,3595,609,396,13.24,8.61,0,0,0,0,0,0,0,0,0,0,0,7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,31/05/2020,4816,3750,654,412,13.58,8.55,0,0,0,0,0,0,0,0,0,0,0,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,01/06/2020,4911,3794,699,418,14.23,8.51,0,0,0,0,0,0,0,0,0,0,0,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,02/06/2020,5105,3877,799,429,15.65,8.4,0,0,0,0,0,0,0,0,0,0,0,7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,03/06/2020,5274,3746,1091,437,20.69,8.29,0,0,0,0,0,0,0,0,0,0,0,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,04/06/2020,5397,3743,1207,447,22.36,8.28,0,0,0,0,0,0,0,0,0,0,0,7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,05/06/2020,5531,3708,1361,462,24.61,8.35,0,0,0,0,0,0,0,0,0,0,0,7295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,06/06/2020,5612,3720,1409,483,25.11,8.61,0,0,0,0,0,0,0,0,0,0,0,7487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,07/06/2020,5896,3895,1499,502,25.42,8.51,0,0,0,0,0,0,0,0,0,0,0,7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,08/06/2020,6223,4125,1584,514,25.45,8.26,0,0,0,0,0,0,0,0,0,0,0,7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,09/06/2020,6412,4201,1681,530,26.22,8.27,0,0,0,0,0,0,0,0,0,0,0,7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,10/06/2020,6716,4370,1793,553,26.7,8.23,0,0,0,0,0,0,0,0,0,0,0,7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,11/06/2020,6970,4530,1865,575,26.76,8.25,0,0,0,0,0,0,0,0,0,0,0,7660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,12/06/2020,7213,4508,2117,588,29.35,8.15,0,0,0,0,0,0,0,0,0,0,0,7734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,13/06/2020,7453,4660,2192,601,29.41,8.06,0,0,0,0,0,0,0,0,0,0,0,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,14/06/2020,7651,4780,2254,617,29.46,8.06,0,0,0,0,0,0,0,0,0,0,0,7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,15/06/2020,7943,4980,2325,638,29.27,8.03,0,0,0,0,0,0,0,0,0,0,0,7814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,16/06/2020,8184,5142,2384,658,29.13,8.04,0,0,0,0,0,0,0,0,0,0,0,7853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,17/06/2020,8392,5266,2459,667,29.3,7.95,0,0,0,0,0,0,0,0,0,0,0,7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,18/06/2020,8708,5462,2565,681,29.46,7.82,0,0,0,0,0,0,0,0,0,0,0,7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,19/06/2020,8916,5551,2664,701,29.88,7.86,0,0,0,0,0,0,0,0,0,0,0,8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,20/06/2020,9220,5713,2789,718,30.25,7.79,0,0,0,0,0,0,0,0,0,0,0,8055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,21/06/2020,9350,5764,2855,731,30.53,7.82,0,0,0,0,0,0,0,0,0,0,0,8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,22/06/2020,9608,5949,2915,744,30.34,7.74,0,0,0,0,0,0,0,0,0,0,0,7888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,23/06/2020,9882,6134,2995,753,30.31,7.62,0,0,0,0,0,0,0,0,0,0,0,8076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,24/06/2020,10065,6062,3236,767,32.15,7.62,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,25/06/2020,10398,6170,3429,799,32.98,7.68,0,0,0,0,0,0,0,0,0,0,0,8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,26/06/2020,10760,6326,3619,815,33.63,7.57,0,0,0,0,0,0,0,0,0,0,0,9490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,27/06/2020,11059,6505,3720,834,33.64,7.54,0,0,0,0,0,0,0,0,0,0,0,9510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,28/06/2020,11300,6543,3891,866,34.43,7.66,0,0,0,0,0,0,0,0,0,0,0,9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,29/06/2020,11540,6632,4012,896,34.77,7.76,0,0,0,0,0,0,0,0,0,0,0,9623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,30/06/2020,11929,6802,4199,928,35.2,7.78,0,0,0,0,0,0,0,0,0,0,0,9692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,01/07/2020,12245,6904,4391,950,35.86,7.76,0,0,0,0,0,0,0,0,0,0,0,9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,02/07/2020,12558,6949,4638,971,36.93,7.73,0,0,0,0,0,0,0,0,0,0,0,9768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,03/07/2020,12895,7159,4738,998,36.74,7.74,0,0,0,0,0,0,0,0,0,0,0,9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,04/07/2020,13336,7420,4889,1027,36.66,7.7,0,0,0,0,0,0,0,0,0,0,0,9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,05/07/2020,13752,7699,4993,1060,36.31,7.71,0,0,0,0,0,0,0,0,0,0,0,9765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,06/07/2020,14022,7822,5111,1089,36.45,7.77,0,0,0,0,0,0,0,0,0,0,0,9738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,07/07/2020,14330,7902,5316,1112,37.1,7.76,0,0,0,0,0,0,0,0,0,0,0,9690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,08/07/2020,14729,8011,5579,1139,37.88,7.73,0,0,0,0,0,0,0,0,0,0,0,9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,09/07/2020,15147,8168,5813,1166,38.38,7.7,0,0,0,0,0,0,0,0,0,0,0,9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,10/07/2020,15431,8098,6131,1202,39.73,7.79,0,0,0,0,0,0,0,0,0,0,0,9836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,11/07/2020,15875,8315,6338,1222,39.92,7.7,0,0,0,0,0,0,0,0,0,0,0,9891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,12/07/2020,16368,8522,6606,1240,40.36,7.58,0,0,0,0,0,0,0,0,0,0,0,8819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,13/07/2020,16487,8268,6958,1261,42.2,7.65,0,0,0,0,0,0,0,0,0,0,0,8452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,14/07/2020,16783,8015,7479,1289,44.56,7.68,0,0,0,0,0,0,0,0,0,0,0,7492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,15/07/2020,17067,7829,7923,1315,46.42,7.7,0,0,0,0,0,0,0,0,0,0,0,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,16/07/2020,17289,7627,8310,1352,48.07,7.82,0,0,0,0,0,0,0,0,0,0,0,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,17/07/2020,17568,7340,8865,1363,50.46,7.76,0,0,0,0,0,0,0,0,0,0,0,7562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,18/07/2020,17666,7271,9014,1381,51.02,7.82,0,0,0,0,0,0,0,0,0,0,0,7555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,19/07/2020,18129,7727,8988,1414,49.58,7.8,0,0,0,0,0,0,0,0,0,0,0,7528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,20/07/2020,18411,7248,9717,1446,52.78,7.85,0,0,0,0,0,0,0,0,0,0,0,7514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,21/07/2020,18746,7207,10065,1474,53.69,7.86,0,0,0,0,0,0,0,0,0,0,0,7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,22/07/2020,19093,7124,10460,1509,54.78,7.9,0,0,0,0,0,0,0,0,0,0,0,7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,23/07/2020,19450,6792,11120,1538,57.17,7.91,0,0,0,0,0,0,0,0,0,0,0,7048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,24/07/2020,19945,6837,11541,1567,57.86,7.86,0,0,0,0,0,0,0,0,0,0,0,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,25/07/2020,20256,6716,11955,1585,59.02,7.82,0,0,0,0,0,0,0,0,0,0,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,26/07/2020,20539,6620,12318,1601,59.97,7.79,0,0,0,0,0,0,0,0,0,0,0,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,27/07/2020,20818,6517,12680,1621,60.91,7.79,0,0,0,0,0,0,0,0,0,0,0,6980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,28/07/2020,21125,6401,13081,1643,61.92,7.78,0,0,0,0,0,0,0,0,0,0,0,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,29/07/2020,21484,6189,13619,1676,63.39,7.8,0,0,0,0,0,0,0,0,0,0,0,6764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,30/07/2020,21772,6018,14064,1690,64.6,7.76,0,0,0,0,0,0,0,0,0,0,0,6541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,31/07/2020,22089,5963,14415,1711,65.26,7.75,0,0,0,0,0,0,0,0,0,0,0,6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,01/08/2020,22324,5715,14877,1732,66.64,7.76,50,134,60,60,64,0,0,48,15,15,20,6235,0,13,117,33,13,0,0,0,0,0,0,0,0,0,1405,0,0,0,0
135,02/08/2020,22609,5732,15132,1745,66.93,7.72,8068,10454,2298,5796,10448,0,0,1168,126,126,639,9121,73,1933,6427,272,945,11,0,1048,4772,2107,2031,231,17073,0,79103,440150,28666,9894,2037
136,03/08/2020,22982,5694,15534,1754,67.59,7.63,10067,12712,3485,7083,12211,0,0,2628,328,328,2651,10508,438,4785,12280,431,2146,27,0,2635,10924,36947,5532,246,191664,0,92038,797444,32509,19030,6156
137,04/08/2020,23414,5755,15877,1782,67.81,7.61,9063,14351,5077,6212,12125,0,0,2579,361,361,2564,10605,461,6517,13271,1240,2081,31,0,2605,9324,207717,4075,243,194666,0,96646,794897,32645,19630,6456
138,05/08/2020,23829,5763,16267,1799,68.27,7.55,9465,14314,5175,6282,12372,0,0,2646,532,532,2645,11684,1175,6545,15392,1333,2085,13,25,2464,9775,218496,4941,427,196980,0,96885,813574,33588,20614,6738
139,06/08/2020,24115,5566,16732,1817,69.38,7.53,9459,14656,5172,6185,12758,0,0,2770,28,28,2356,10992,1145,5842,15509,1322,2081,4,28,2534,17144,222187,5069,430,197555,1,100684,810416,34191,21631,6921
140,07/08/2020,24493,5438,17221,1834,70.31,7.49,9076,15417,5259,6413,12821,0,0,2587,28,28,2312,11037,1134,5881,15633,1319,2084,2,29,2532,17609,225468,5201,309,196920,1,103150,734605,34796,23200,6774
141,08/08/2020,24922,5380,17686,1856,70.97,7.45,9025,15897,5312,6484,13126,0,0,2613,19,19,2195,11181,1167,6004,16545,1329,2170,3,27,2609,18101,227737,5299,319,198473,14,104329,821618,35201,21477,6950
142,09/08/2020,25330,5403,18050,1877,71.26,7.41,9739,15591,5390,6705,13235,0,0,2564,25,25,2335,11903,1175,6063,15773,1339,2155,3,27,2591,18377,229383,5575,363,198797,14,107170,819265,35297,21349,6965
143,10/08/2020,25626,5315,18417,1894,71.87,7.39,9785,15670,5404,6773,13357,0,0,2580,34,34,2217,11952,1211,6105,15874,1344,2259,3,27,2751,18792,231506,5594,364,200766,14,109602,834418,35447,21467,6988
144,11/08/2020,25917,5222,18780,1915,72.46,7.39,9566,16351,5422,6918,13577,0,0,2599,55,55,2463,11839,1241,6610,16856,1304,2244,2,27,2681,19392,233634,5604,537,202585,14,111859,843814,35955,21939,7570
