,Tanggal,Konfirmasi,Aktif,Sembuh,Meninggal,Case Recovery Rate,Case Fatality Rate,Bergejala,Tanpa Gejala,Perjalanan,Kontak,Tanpa Riwayat Perjalanan,Meninggal karena COVID-19,Meninggal karena penyakit lain (Positif COVID-19),RS Rujukan,RS Darurat,Karantina di Gedung,Karantina Mandiri,Suspek,Probabel,Diisolasi,Discarded,Meninggal,RS Rujukan,RS Darurat,Karantina di Gedung,Karantina Mandiri,Kontak Dilacak,Kontak Erat,Kontak Konfirmasi,Kontak Suspek,Kontak Discarded,Kontak Mangkir,Jumlah specimen/swab,Rapid,Reaktif,Reaktif periksa RT-PCR,Reaktif periksa RT-PCR(+)
15,16/01/2022,400361,147,370455,29759,92.53,7.43,213363,186998,23174,90421,286766,26045,3714,63,0,0,33,10626,908,5953,94367,2384,516,8,0,123,382901,34639580,66733,10646,1611996,91,3363776,3556681,194816,252722,93126
16,17/01/2022,400375,141,370475,29759,92.53,7.43,213371,187004,23175,90421,286779,26045,3714,59,0,0,36,10633,908,5955,94372,2384,518,0,0,124,382910,1852552,66733,10646,1601704,91,3367143,3499237,194818,252825,93131
17,18/01/2022,400419,164,370495,29760,92.53,7.43,213375,187044,23180,87561,289678,26046,3714,77,0,0,42,10639,908,5961,91305,2384,517,1,0,130,382934,1853029,66733,10646,1602076,91,3372633,3454537,194819,252830,92854
18,19/01/2022,400468,190,370516,29762,92.52,7.43,213390,187078,23186,87573,289709,26048,3714,83,0,0,54,10640,908,5961,91351,2383,520,0,0,126,382961,1853501,117634,10646,1612999,91,3375533,3514482,194850,252858,93136
19,20/01/2022,400556,249,370542,29765,92.51,7.43,213418,187138,23190,90452,286914,26050,3715,91,0,0,82,10634,908,5955,91388,2383,517,0,0,122,382999,1854142,66744,10646,1613868,91,3379235,3514387,194861,252867,93140
20,21/01/2022,400648,313,370569,29766,92.49,7.43,213440,187208,23202,90460,286986,26051,3715,103,0,0,119,10632,908,5959,91432,2384,517,0,0,123,383036,1854872,66750,10648,1598736,90,3384018,3518251,194864,252868,93140
21,22/01/2022,400725,342,370615,29768,92.49,7.43,213469,187256,23211,90477,287037,26053,3715,105,0,0,123,10627,908,5954,91473,2379,513,0,0,122,383092,1855600,66751,10649,1609002,91,3386747,3511689,184869,252878,93141
22,23/01/2022,400794,367,370658,29769,92.48,7.43,213496,187298,23219,90635,286940,26054,3715,106,0,0,130,10613,908,5945,91520,2379,513,8,0,117,383135,1856276,66754,10649,1609524,92,3390068,3584472,184882,252887,93145
23,24/01/2022,400856,377,370710,29769,92.48,7.43,213518,187338,23225,90638,286993,26054,3715,92,0,0,144,10615,908,5947,91525,2379,512,0,1,118,383179,1857055,66756,10649,1609948,91,3398469,3600694,184891,252891,93154
24,25/01/2022,401069,530,370769,29770,92.45,7.42,213612,187457,23238,89376,288455,26055,3715,157,2,2,208,10622,750,5956,91591,93228,519,0,0,124,375689,1857753,66760,10649,1610439,91,3402117,3542645,184900,252898,93158
25,26/01/2022,401307,662,370875,29770,92.42,7.42,213719,187588,23258,90681,287368,26055,3715,267,5,5,282,10624,750,5956,91604,2385,519,0,0,128,375819,1763361,66768,10651,1610522,91,3447095,3660593,184997,252945,93180
26,27/01/2022,401561,805,370985,29771,92.39,7.41,213853,187708,23283,90705,287573,26056,3715,196,6,6,386,10621,750,5951,91653,2385,516,0,0,124,383601,1765656,66755,10653,1611365,91,3451895,3664767,185018,252984,93184
27,28/01/2022,401878,952,371152,29774,92.35,7.41,212319,189559,23318,87206,291354,26058,3716,248,8,8,417,10625,750,5955,91711,2385,519,0,1,125,383777,1768513,66787,10653,1512546,91,3264552,3668728,184550,252936,93193
28,29/01/2022,402240,1163,371303,29774,92.31,7.4,212463,189777,23344,90765,288131,26058,3716,299,8,8,565,14420,750,9743,95544,2386,529,0,0,122,383984,1771761,66795,10654,1512951,91,3460250,3673301,184588,253100,93211
29,30/01/2022,402600,1328,371498,29774,92.27,7.4,212680,189920,23379,90775,288446,26058,3716,359,9,9,620,14411,752,9735,95589,2391,520,0,0,116,384283,1775960,66806,10654,1513407,91,3424491,3677218,184616,253127,93225
30,31/01/2022,402879,1360,371745,29774,92.27,7.39,212821,190058,23397,90808,288674,26070,3704,362,10,10,636,14431,751,9755,95594,2369,521,0,0,131,384549,1874634,66849,10947,1513764,91,3213535,3665881,180749,253107,93259
31,01/02/2022,403637,1822,372040,29775,92.17,7.38,213235,190402,23442,90879,289316,26071,3704,442,51,51,822,14434,751,9758,95680,2369,521,0,0,131,384990,1878088,66910,10950,1514159,91,3219862,3670369,180844,253317,93284
32,02/02/2022,404202,2089,372337,29776,92.12,7.37,213479,190723,23492,90964,289746,26072,3704,599,15,15,1166,16766,751,12090,95712,2369,525,0,0,136,385438,1885730,66973,10961,1514472,91,3257710,3702570,180751,253416,93311
33,03/02/2022,405597,2940,372879,29778,91.93,7.34,214220,191377,23583,82252,299762,26074,3704,673,19,19,1857,16804,753,12133,95733,2369,465,0,0,165,386303,1886402,64941,10674,1496762,91,3230868,3743914,180998,253669,93424
34,04/02/2022,407276,3956,373537,29783,91.72,7.31,220062,187214,23670,91294,292334,26079,3704,859,29,29,2465,16820,753,12150,95736,2369,534,0,0,173,387467,1900061,65013,10981,1497070,91,3239274,3751021,181288,254035,94562
35,05/02/2022,409443,5062,374596,29785,91.49,7.27,221095,188348,23207,90314,295922,26081,3704,1089,22,22,2998,16853,756,12179,95743,2369,474,0,0,176,388946,1901988,65122,10995,1497405,100,3245825,3757331,279225,254435,93669
36,06/02/2022,411648,6028,375828,29792,91.3,7.24,222255,189393,23364,90511,297773,26088,3704,1333,24,24,3669,16854,758,12177,94706,2369,484,0,0,170,390525,1943305,67371,10732,1517445,91,3251936,3761832,182616,254849,93743
37,07/02/2022,412988,6053,377138,29797,91.32,7.21,222995,189993,23929,91923,297136,26093,3704,1373,28,28,3663,16897,758,12210,95803,2369,560,2,0,188,391750,1962900,67462,10742,1518011,91,3257536,3766151,182918,255126,93797
38,08/02/2022,416597,7946,378849,29802,90.94,7.15,224669,191928,24174,92336,300087,26098,3704,1740,28,28,4697,16902,757,12215,95833,2370,572,0,0,201,393956,1980390,67649,10766,1518612,91,3241987,3771647,206540,255662,94314
39,09/02/2022,420983,10023,381153,29807,90.54,7.08,226520,194463,24474,92818,303691,26102,3705,1880,38,38,6539,17016,762,12329,95918,2373,580,0,0,247,396649,2008737,67839,10834,1516620,91,3289108,3846989,209895,255663,94588
40,10/02/2022,425036,11609,383615,29812,90.25,7.01,228230,196806,24647,93327,307062,26107,3705,2087,36,36,8581,17095,763,12401,95911,2373,572,0,0,290,399618,2036889,68033,10883,1517607,91,3267965,3851910,210739,256752,95124
41,11/02/2022,429542,13236,386484,29822,89.98,6.94,230294,199248,24874,93427,311241,26116,3706,2286,39,39,7298,17109,763,12415,95974,2375,590,0,0,313,402624,2064666,68214,10923,1518433,91,3278120,3855990,211612,257543,93653
42,12/02/2022,435422,16143,389450,29829,89.44,6.85,231372,204050,25097,94377,315948,26122,3707,2768,45,45,10302,17247,763,12553,96020,2375,555,0,0,389,404744,2068536,68418,11022,1519362,91,3313239,3915512,212637,258618,95845
43,13/02/2022,440799,18221,392737,29841,89.1,6.77,235399,205300,25423,95069,320207,26133,3708,3093,107,107,11797,17247,763,12549,96109,2377,607,9,9,342,402328,2130897,68701,11076,1525136,91,3257738,3930317,213018,258938,96302
44,14/02/2022,444684,19062,395760,29862,89,6.72,237175,207509,25641,94361,324682,26152,3710,3226,103,103,13120,17284,762,12586,96132,2378,659,0,0,384,413119,2175063,68997,11252,1535597,91,3298164,3875513,214536,260135,96836
45,15/02/2022,452212,22957,399378,29877,88.32,6.61,240559,211735,26028,95411,330855,26164,3713,3835,83,83,16004,17343,758,12645,155336,2379,662,0,0,422,418023,2216791,69365,11469,1541914,91,3311938,3885539,216786,262140,97529
46,16/02/2022,460131,25514,404718,29899,87.96,6.5,243890,216241,26422,97562,336147,26184,3715,4369,89,89,17831,17444,760,12746,96218,2382,643,0,0,520,423631,2263521,69778,12567,1548947,81,3331667,3961913,228007,263927,98132
47,17/02/2022,469108,28477,410709,29922,87.55,6.38,242969,226139,26982,93117,349009,26204,3718,4693,124,124,20439,17496,759,12798,96296,2383,660,0,0,547,429754,2309802,70135,12878,1555373,91,3346384,3973352,230740,265958,98989
48,18/02/2022,477145,30792,416394,29959,87.27,6.28,251372,225773,27271,99815,350059,26237,3722,5023,68,68,21838,17509,704,12811,96365,2383,660,0,0,571,435911,2367770,70250,12885,1565648,91,3361702,3975546,231123,266110,99438
49,19/02/2022,485091,33061,422042,29988,87,6.18,254573,230518,27686,100799,356606,26262,3726,5204,144,144,23351,17487,758,12789,96460,2384,591,0,0,557,441491,2417372,70497,13047,1574643,91,3375036,3984742,233322,267869,99960
50,20/02/2022,490857,33326,427521,30010,87.1,6.11,257273,233584,27985,101103,361769,26279,3731,5411,34,34,21061,17540,758,12842,96500,2386,662,0,0,614,511460,2458432,70618,12893,1590763,91,3247231,3994652,234048,267993,100262
51,21/02/2022,494478,31714,432715,30049,87.51,6.08,258755,235723,28294,101591,364593,26308,3741,5153,28,28,21121,17652,758,12917,101589,2386,649,0,0,600,448475,2491934,70520,13050,1605186,91,3460836,4005856,236886,270461,100797
52,22/02/2022,502047,33484,438471,30092,87.34,5.99,261884,240163,28667,102489,370891,26340,3752,5880,36,36,22527,17731,757,12996,101683,2389,694,0,0,674,444919,2523313,70691,13142,1631540,91,3408334,4019333,239063,272507,101412
53,23/02/2022,509533,35142,444251,30140,87.19,5.92,269118,240415,29053,95989,384491,26384,3756,6290,36,36,23502,17754,756,13019,101780,2389,681,6,0,691,458289,2563756,71093,13195,1654596,91,3549094,3967917,291903,273596,101734
54,24/02/2022,516176,35178,450808,30190,87.34,5.85,272191,243985,29334,104746,382096,26425,3765,6230,148,148,25729,17806,756,13071,101881,2390,719,6,0,720,462988,2598414,71647,13654,1736821,91,3923128,4103831,253783,275482,102246
55,25/02/2022,521905,34667,457016,30222,87.57,5.79,274781,247124,29585,106431,385889,26445,3777,6800,139,139,25382,17804,759,13069,101969,2391,746,0,0,700,466835,2631342,71875,13704,1763439,91,3577035,4110460,254702,276135,102640
56,26/02/2022,527318,33795,463254,30269,87.85,5.74,265362,261956,29830,106168,391320,26483,3786,6537,55,55,24796,17822,758,13087,102065,2391,670,0,0,711,470573,2662584,72322,13792,1778063,91,3588844,4120396,255506,276803,102985
57,27/02/2022,531179,31366,469492,30321,88.39,5.71,267084,264095,30063,106479,394637,26524,3797,6524,63,63,22308,17737,757,12996,102153,2391,694,0,0,633,473589,2696814,72410,13818,1752599,91,3597927,4812763,255508,276802,89468
58,28/02/2022,533412,28923,474114,30375,88.88,5.69,280594,252818,30227,106939,396246,26561,3814,6300,69,69,19855,17610,759,12869,102270,2391,678,0,0,536,475487,2717734,72761,13893,1780122,91,3604946,4814672,255753,276878,103360
59,01/03/2022,536173,26081,479668,30424,89.46,5.67,281797,254376,30365,107294,398514,26603,3821,6094,75,75,18838,17604,759,12854,101748,2391,720,0,0,502,477433,2744523,73043,14128,1822552,91,3609869,4832415,258155,279062,104743
60,02/03/2022,541084,25576,485027,30481,89.64,5.63,275126,265958,30620,107863,402601,26653,3828,5812,45,45,16251,17565,760,12815,102409,2391,739,5,0,464,480870,2766308,73377,14196,1862528,91,3610944,4901508,267426,279539,105127
61,03/03/2022,545219,24198,490496,30525,89.96,5.6,277033,268186,30835,108563,405821,26689,3836,5762,120,120,16905,17547,759,12797,102453,2391,664,0,0,445,483833,2801940,73913,14221,1888286,91,3610268,4906332,268059,279819,105365
62,04/03/2022,547550,21895,495070,30585,90.42,5.59,278162,269388,30680,107600,409270,26740,3845,5267,44,44,15249,17463,758,12713,99744,2393,701,0,0,421,485550,2825571,74008,14266,1928768,91,3616981,4820151,274489,280223,105602
63,05/03/2022,551204,21021,499540,30643,90.63,5.56,279822,271382,30838,108185,412181,26790,3853,5272,112,112,14216,17466,758,12722,99788,2237,654,0,0,414,479967,2824668,72879,13050,1955755,91,3624871,4922196,274996,280610,105900
64,06/03/2022,553529,19617,503227,30685,90.91,5.54,280890,272639,30933,108454,414142,26821,3864,5633,100,100,12966,17433,758,12689,102649,2239,602,0,0,395,482961,2868805,74549,14549,2023123,91,3631374,4926103,275285,280899,106075
65,07/03/2022,554939,18397,506873,29669,91.34,5.35,281448,273491,31242,109850,413847,25800,3869,4525,78,78,11731,17300,21554,12560,99449,2078,671,0,0,359,491475,2884711,74624,14587,2072991,91,3655635,4933592,275664,281258,106316
66,08/03/2022,557708,16386,510544,30778,91.54,5.52,282667,275041,31347,109279,417082,26901,3877,4278,86,86,11059,17297,703,12561,102763,2078,677,0,0,342,493223,2895469,74771,14618,2111804,91,3665098,4936072,275898,281468,106528
67,09/03/2022,559954,15542,513597,30815,91.72,5.5,287019,272935,31472,110548,417934,26930,3885,4091,76,76,10444,27229,757,12561,102798,2078,685,0,0,335,494696,2910928,75078,14675,2142945,91,3671339,5790381,278893,281665,106389
68,10/03/2022,561529,14700,515973,30856,91.89,5.49,287636,273893,31511,110675,419343,26963,3893,3783,63,63,9973,27201,756,12540,102818,2078,658,0,0,356,495696,2924804,75136,14735,2168340,91,3676635,5113609,279090,281893,106763
69,11/03/2022,562923,13547,518479,30897,92.1,5.49,288206,274717,31596,110764,420563,26997,3900,3699,63,63,9137,27181,750,12525,102974,2080,636,0,0,363,496700,2937123,75168,14750,2210059,91,3692161,5796052,279281,282026,152496
70,12/03/2022,564088,12344,520803,30941,92.33,5.49,288701,275387,31655,110911,421522,27031,3910,3433,55,55,8125,27158,755,12502,103001,2889,628,0,0,355,496309,2947917,75254,14759,2237728,91,3698182,5119263,279499,282136,107017
71,13/03/2022,564684,10985,522736,30963,92.57,5.48,288838,275846,31650,110941,422093,27051,3912,3114,55,55,7324,27179,755,12514,103020,2080,627,0,0,371,497888,2954350,75273,14769,2263636,91,3701548,5121013,279587,282304,107177
72,14/03/2022,565522,10925,525099,29498,92.85,5.22,289181,276341,31701,111110,422711,25578,3920,2740,44,44,6188,27136,754,12471,103087,2073,630,0,0,324,497512,2963003,75407,14776,2297548,91,3704789,5125656,279674,282391,107236
73,15/03/2022,566656,8566,527051,31039,93.01,5.48,289613,277043,31773,111219,423664,27111,3928,2435,33,33,5673,27096,754,12445,103110,2073,609,0,0,328,499235,2973375,75450,14881,2331552,91,3709812,5128689,280034,282648,107431
74,16/03/2022,567560,7664,528821,31075,93.17,5.48,289948,277612,31823,111309,424428,27139,3936,2217,20,20,66131,27118,755,12467,103146,2053,616,0,0,361,499820,2980350,75501,14886,2350768,91,3713208,5165082,281350,282732,107527
75,17/03/2022,568285,6814,530362,31109,93.33,5.47,290277,278008,31839,111390,425056,27167,3942,2033,16,16,4420,27112,748,12461,103213,2053,606,0,0,366,500286,2986271,75540,14892,2370614,91,4016218,5166455,281401,282686,107571
76,18/03/2022,568946,6016,531785,31145,93.47,5.47,278425,290521,31873,111433,425640,27197,3948,1876,14,14,3848,27096,753,12443,99878,2073,598,0,0,356,500697,2992224,75557,14908,2392266,91,3720450,5171753,281462,562832,107625
77,19/03/2022,569416,5355,532892,31169,93.59,5.47,278726,290690,31895,111467,426054,27218,3951,1750,13,13,3347,27122,747,12468,99956,2073,600,0,0,377,500973,2997139,75573,14927,2426475,91,3723021,5173883,281510,282890,107652
78,20/03/2022,569868,4891,533795,31182,93.67,5.47,278879,290989,31921,111496,426451,27227,3955,1641,11,11,2996,27035,753,12381,100107,2073,575,0,0,311,501229,2999824,75589,14950,2448886,91,3387907,4411342,273046,282925,98779
79,21/03/2022,570096,4153,534743,31200,93.8,5.47,278943,291153,31937,111511,426648,27242,3958,1381,8,8,2550,26895,747,12268,100158,2073,554,0,0,262,501368,3003373,75600,14968,2513605,91,4621021,4497995,278697,282928,107689
80,22/03/2022,570574,3821,535527,31226,93.86,5.47,279127,291447,32134,111456,426984,27263,3963,1340,7,7,2283,26928,753,12306,100174,2073,551,0,0,236,501653,3005044,75632,14977,2491022,91,4624336,4509564,278747,282989,107706
81,23/03/2022,571014,3557,536207,31250,93.9,5.47,279284,291730,32164,111485,427365,27280,3970,1272,6,6,2100,26961,753,12336,100228,2073,544,0,0,338,559324,3007862,75643,14990,2504340,91,4615432,4533011,279248,283039,107682
82,24/03/2022,571382,3260,536852,31270,93.96,5.47,279424,291958,32181,111516,427685,27294,3976,1176,6,6,1909,26900,753,12279,100323,2073,549,0,0,277,579546,3010244,75662,15005,642564,91,4604128,4534730,279301,283066,153341
83,25/03/2022,571684,2767,537621,31296,94.04,5.47,275120,296564,32781,111547,427356,27314,3982,1037,5,5,1601,26879,753,12256,100372,2067,546,0,0,259,579707,3013790,75650,14920,2528753,91,4634820,4435086,279348,283176,107741
84,26/03/2022,571987,2539,538137,31311,94.08,5.47,272634,299353,29528,110714,431745,27325,3986,1006,5,5,1408,26878,753,12255,100420,2067,542,0,0,60108,489717,3017916,75696,15011,2541571,91,4637998,4530519,279362,283193,107748
85,27/03/2022,572272,2383,538567,31322,94.11,5.47,272729,299543,29538,110728,432006,27334,3988,960,4,4,1279,26812,753,12189,100519,2073,543,0,0,210,502691,3005885,75716,15017,2549208,91,4609205,4531795,279377,283212,107772
86,28/03/2022,572420,2054,539028,31338,94.17,5.47,279817,292603,31812,110729,429879,27350,3988,874,4,4,1135,26765,753,12142,100536,2073,541,0,0,165,502785,3022021,75717,15029,2557428,91,21712557,4533627,279407,283324,123488
87,29/03/2022,572727,1962,539407,31358,94.18,5.48,279968,292759,32242,110753,429732,27369,3989,787,4,4,1053,26852,753,12236,100448,2073,541,0,0,257,493394,3024799,75585,15032,2564770,91,4644702,4537082,278301,282167,106610
88,30/03/2022,572949,1804,539766,31379,94.21,5.48,280049,292900,32251,110765,429933,27388,3991,669,4,4,1016,26819,753,12203,100642,2073,539,0,0,226,493541,3027418,75593,15043,2567200,91,4635949,4539135,278315,282187,106618
89,31/03/2022,573204,1626,540187,31391,94.24,5.48,280115,293089,32258,110778,430168,27396,3995,635,4,4,911,26787,753,12173,100703,2073,539,0,0,193,493670,3029030,75600,15342,2575691,91,4649831,9791923,278568,282224,106635
90,01/04/2022,573381,1489,540490,31402,94.26,5.48,279199,294182,32007,109353,432021,27406,3996,578,4,4,831,26789,753,12175,100749,2073,535,0,0,558,493794,3031268,75601,15056,2582302,91,4651677,4563711,278568,282232,106645
91,02/04/2022,573533,1395,540720,31418,94.28,5.48,279280,294253,32015,109357,432161,27421,3997,537,4,4,764,26811,753,12198,100781,2073,459,0,0,180,493885,3032596,75604,15063,2576863,91,4653434,4565072,278572,282250,106653
92,03/04/2022,573667,1302,540935,31430,94.29,5.48,279317,294350,32021,109403,432265,27430,4000,513,5,5,704,26796,753,12183,100826,2073,532,3,0,173,493972,2942702,75650,15065,2580348,91,4655389,4566261,278576,282259,106670
93,04/04/2022,573810,1173,541193,31444,94.32,5.48,271599,302190,32035,109406,432348,27443,4001,445,5,5,634,26730,753,12117,100891,2073,458,0,0,147,494059,2944329,75651,15072,2594284,91,4656924,4568330,272225,282279,106676
94,05/04/2022,573976,1074,541442,31460,94.33,5.48,271664,302312,32043,109412,432521,27457,4003,411,5,5,584,26801,753,12192,100941,2073,453,0,0,229,494151,2946255,68199,15074,2476911,91,4659569,4570975,272239,282295,106682
95,06/04/2022,574129,1024,541635,31470,94.34,5.48,271742,302387,32047,109419,432663,27465,4005,398,6,6,536,26749,753,12138,101022,2073,448,0,0,179,494235,2947806,75655,15077,2599451,91,4663267,4649417,272360,282308,106691
96,07/04/2022,574272,981,541810,31481,94.35,5.48,271796,302476,32063,109429,432780,27475,4006,381,3,3,522,26783,730,12169,94750,2073,450,0,0,212,487953,2949075,75659,15079,2599964,91,4656322,4513627,272370,282324,106707
97,08/04/2022,574393,909,541993,31491,94.36,5.48,271867,302526,32069,109437,432887,27484,4007,356,2,2,479,26761,730,12152,94794,2074,452,0,0,191,488009,2950496,75662,15093,2602167,91,2747419,2397354,185014,251221,97232
98,09/04/2022,574479,850,542124,31505,94.37,5.48,271901,302578,32072,104138,438269,27494,4011,334,0,0,451,26778,730,12169,89845,2074,454,0,0,207,488057,2951865,75662,15096,2603938,91,4660321,4517479,272378,282334,106710
99,10/04/2022,574560,784,542265,31511,94.38,5.48,271941,302619,30558,101377,442625,27498,4013,309,0,0,408,26764,730,12155,89907,2054,529,0,0,193,488105,2952790,75665,15100,2605483,91,4661967,4519769,272383,282337,106710
100,11/04/2022,574608,697,542390,31521,94.39,5.49,271957,302651,32081,109447,433080,27507,4014,277,0,0,360,26715,730,12107,89959,2054,452,0,0,148,488135,2953999,75667,15104,2607669,91,4663486,4506899,272389,282341,106710
101,12/04/2022,574714,669,542515,31530,94.4,5.49,271991,302723,32087,109451,433176,27512,4018,281,0,0,340,26765,730,12160,89973,2054,446,0,0,205,488187,2954803,75673,15104,2609137,91,4666024,4509837,272391,282349,106717
102,13/04/2022,574799,632,542633,31534,94.4,5.49,272036,302763,32091,109453,433255,27514,4020,280,1,1,304,26780,730,12175,90040,2074,446,0,0,220,488204,3106148,75674,15108,2610985,91,4667920,4535507,272510,282358,106719
103,14/04/2022,574868,576,542751,31541,94.41,5.49,272063,302805,31835,109457,433576,27521,4020,260,1,1,265,26718,730,12113,90122,2074,447,0,0,157,488283,3107525,75676,15115,2613247,91,4669799,4537330,272507,282363,106719
104,15/04/2022,574922,541,542837,31544,94.42,5.49,272096,302826,32099,109457,433366,28594,2950,241,3,3,250,26724,730,12118,90151,2074,450,9,0,160,488317,3108132,75676,15116,2615098,91,4655740,4538608,272507,282467,106719
105,16/04/2022,574966,505,542914,31547,94.43,5.49,272118,302848,32101,109458,433407,28596,2951,225,3,3,231,26716,730,12112,90185,2074,445,0,0,156,488348,3108804,75676,15119,2616179,91,4672774,4539818,272508,282467,106719
106,17/04/2022,575018,479,542989,31550,94.43,5.49,272152,302866,32103,109459,433456,28598,2952,214,3,3,223,26731,729,12127,90213,2659,519,0,0,172,488377,3109198,138908,15032,2617575,91,4674371,4541284,272508,282467,106721
107,18/04/2022,575054,418,543083,31553,94.44,5.49,272164,302890,31871,108203,434980,28600,2953,188,3,3,192,26675,729,12074,90277,2659,443,0,0,123,488402,3183287,138909,15034,2618644,91,4675815,4543266,272509,282469,106722
108,19/04/2022,575133,407,543166,31560,94.44,5.49,272204,302929,32107,108206,434820,28604,2956,204,3,3,172,26757,729,12156,90291,2659,437,0,0,211,488437,3183678,138910,15125,2556017,91,4676832,4544967,272510,282473,106724
109,20/04/2022,575174,369,543238,31567,94.45,5.49,269444,305730,32110,108209,434855,28609,2958,177,2,2,163,26701,729,12100,90289,2659,439,0,0,156,488483,3184425,75165,15126,2621316,91,4679120,4569966,272544,282478,106727
110,21/04/2022,575206,342,543292,31572,94.45,5.49,272224,302982,32110,108211,434885,28613,2959,164,2,2,149,26703,729,12102,90334,2595,436,0,0,160,488502,3185026,75167,15128,2622343,91,3491222,4476744,266909,282479,97761
111,22/04/2022,575246,313,543360,31573,94.46,5.49,272239,303007,32114,108212,434920,28613,2960,160,1,1,136,26699,730,12096,90380,2595,437,0,0,153,488512,3185409,75167,15130,2623582,91,3614808,4569155,273358,282480,106729
112,23/04/2022,575286,298,543412,31576,94.46,5.49,272263,303023,32117,108213,434956,28615,2961,157,1,1,124,26683,730,12080,90423,2659,437,0,0,137,488541,3186270,74532,15130,2621994,91,3510823,4580545,273358,282484,106732
113,24/04/2022,575319,291,543448,31580,94.46,5.49,272278,303041,32120,108215,434984,28618,2962,137,0,0,136,26707,730,12104,89370,2659,436,0,0,162,488562,3186964,74533,15130,2623148,91,3512472,4538897,273358,282485,106733
